Error_Rate (%),Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type
3.95,02-01-2024 01:56,02-01-2024 01:56,58.88,1115,3339,0.87,827,Cloud,1667,179.6,Low,Priority-Based,Dynamic
2.91,02-01-2024 01:57,02-01-2024 01:57,42.88,1447,2802,9.49,174,IoT,484,722.91,High,Priority-Based,Dynamic
2.4,02-01-2024 01:58,02-01-2024 01:58,77.19,6177,180,9.98,22,Social Media,2377,490.71,Low,FCFS,Static
4.26,02-01-2024 01:59,02-01-2024 01:59,82,5151,2904,9.45,34,Social Media,1696,195.17,Medium,ASB-Dynamic-CapsNet,Static
2.22,02-01-2024 02:00,02-01-2024 02:00,38.27,4873,969,6.87,745,Enterprise DB,3213,701.75,High,Priority-Based,Static
4.74,02-01-2024 02:01,02-01-2024 02:01,28.95,4264,4794,7.16,132,Social Media,4812,551.91,Medium,Priority-Based,Static
0.07,02-01-2024 02:02,02-01-2024 02:02,72.44,2513,906,1.66,138,Social Media,1490,40.07,Medium,ASB-Dynamic-CapsNet,Dynamic
4.92,02-01-2024 02:03,02-01-2024 02:03,31.98,4197,2034,8.81,826,Cloud,4493,650.12,High,ASB-Dynamic-CapsNet,Static
4.08,02-01-2024 02:04,02-01-2024 02:04,75.81,990,803,1.07,643,IoT,4910,638.64,High,Priority-Based,Static
1.77,02-01-2024 02:05,02-01-2024 02:05,43.9,4850,2623,3.52,556,Social Media,983,152.64,Low,FCFS,Static
2.98,02-01-2024 02:06,02-01-2024 02:06,63.4,2928,2739,9.92,604,IoT,4328,355.5,High,ASB-Dynamic-CapsNet,Static
4.32,02-01-2024 02:07,02-01-2024 02:07,17.64,5487,4682,4.51,318,Cloud,2605,590.04,High,Priority-Based,Static
2.41,02-01-2024 02:08,02-01-2024 02:08,59.91,1041,4009,1.75,445,Cloud,1196,147.4,High,FCFS,Dynamic
0.26,02-01-2024 02:09,02-01-2024 02:09,46.14,1787,4901,9.71,191,Social Media,4046,854.2,High,Round Robin,Dynamic
4.52,02-01-2024 02:10,02-01-2024 02:10,56.93,2133,1264,9.85,597,Social Media,430,37.21,High,FCFS,Dynamic
2.59,02-01-2024 02:11,02-01-2024 02:11,23.44,5420,719,2.28,625,Cloud,874,111.81,Low,ASB-Dynamic-CapsNet,Static
2.73,02-01-2024 02:12,02-01-2024 02:12,68.95,3426,3166,8.72,753,Cloud,1588,124.95,Medium,Round Robin,Static
0.07,02-01-2024 02:13,02-01-2024 02:13,79.02,1852,4972,4.21,824,Enterprise DB,3425,532.83,Low,FCFS,Dynamic
0.5,02-01-2024 02:14,02-01-2024 02:14,27.34,7782,546,4.12,52,Enterprise DB,1687,623.91,Medium,Priority-Based,Static
3.89,02-01-2024 02:15,02-01-2024 02:15,17.66,7943,2437,3,413,IoT,4337,409.7,High,ASB-Dynamic-CapsNet,Dynamic
2.17,02-01-2024 02:16,02-01-2024 02:16,11.89,4876,308,0.92,938,Cloud,574,295.78,Low,Round Robin,Dynamic
4.99,02-01-2024 02:17,02-01-2024 02:17,61.36,1798,2560,3.05,614,IoT,3157,811.22,Medium,Priority-Based,Dynamic
3.48,02-01-2024 02:18,02-01-2024 02:18,58.57,5368,3542,1.01,665,Cloud,1143,77.6,Medium,Round Robin,Dynamic
4.75,02-01-2024 02:19,02-01-2024 02:19,53.74,7486,2811,9.28,775,IoT,154,287.49,High,FCFS,Dynamic
1.4,02-01-2024 02:20,02-01-2024 02:20,28.56,7362,2437,6.79,599,Enterprise DB,1789,48.72,High,Priority-Based,Static
0.88,02-01-2024 02:21,02-01-2024 02:21,41.27,4467,1391,8.92,272,Cloud,2410,23.75,Medium,ASB-Dynamic-CapsNet,Static
1.88,02-01-2024 02:22,02-01-2024 02:22,57.56,4923,2298,7.31,79,Cloud,3176,359.85,Low,Priority-Based,Static
1.32,02-01-2024 02:23,02-01-2024 02:23,49.74,2758,1500,1.75,670,IoT,1726,202.88,Medium,FCFS,Static
3.07,02-01-2024 02:24,02-01-2024 02:24,89.02,7370,2755,9.44,301,IoT,2404,275.68,Low,Round Robin,Dynamic
3.72,02-01-2024 02:25,02-01-2024 02:25,20.92,5518,4112,9.05,223,Social Media,4966,822.74,Low,Priority-Based,Dynamic
2.01,02-01-2024 02:26,02-01-2024 02:26,65.61,5147,804,3.81,881,Social Media,4181,171.35,Medium,Round Robin,Dynamic
0.45,02-01-2024 02:27,02-01-2024 02:27,42.35,2573,925,1.56,831,Enterprise DB,2984,782.43,Low,ASB-Dynamic-CapsNet,Dynamic
0.13,02-01-2024 02:28,02-01-2024 02:28,44.26,6670,1104,7.19,156,Cloud,1922,678.3,Medium,Priority-Based,Static
1.09,02-01-2024 02:29,02-01-2024 02:29,67.41,1201,3560,7.42,34,Cloud,1092,333.18,Medium,Round Robin,Dynamic
3.66,02-01-2024 02:30,02-01-2024 02:30,65.39,7750,476,9.02,332,IoT,3484,551.09,High,ASB-Dynamic-CapsNet,Dynamic
1.11,02-01-2024 02:31,02-01-2024 02:31,89.3,2419,1072,1,118,Enterprise DB,1491,449.99,Medium,FCFS,Dynamic
4.55,02-01-2024 02:32,02-01-2024 02:32,20.27,7325,4313,1.85,702,Cloud,1895,137.11,Medium,Priority-Based,Static
3.26,02-01-2024 02:33,02-01-2024 02:33,18.33,2960,3176,6.18,260,Enterprise DB,3551,908.11,High,Priority-Based,Dynamic
4.31,02-01-2024 02:34,02-01-2024 02:34,67.95,4762,543,6.38,491,Social Media,1591,573.92,High,Priority-Based,Dynamic
1.93,02-01-2024 02:35,02-01-2024 02:35,56.27,4764,854,0.82,724,IoT,516,881.44,Low,Round Robin,Dynamic
4.92,02-01-2024 02:36,02-01-2024 02:36,31.93,4824,3704,4.27,825,Cloud,2994,825.59,Low,Round Robin,Static
3.4,02-01-2024 02:37,02-01-2024 02:37,16.35,6598,4835,6.05,691,IoT,4344,88.98,High,ASB-Dynamic-CapsNet,Static
1.78,02-01-2024 02:38,02-01-2024 02:38,16.85,866,2271,7.51,184,Social Media,1641,215.2,High,Priority-Based,Dynamic
1.06,02-01-2024 02:39,02-01-2024 02:39,81.54,1027,2805,3.5,356,Enterprise DB,2865,153.81,High,ASB-Dynamic-CapsNet,Static
4.33,02-01-2024 02:40,02-01-2024 02:40,25.35,5386,3565,5.1,179,Enterprise DB,4122,832.47,Medium,Priority-Based,Static
1.59,02-01-2024 02:41,02-01-2024 02:41,35.87,4218,2811,8.23,11,Social Media,3622,863.82,Medium,FCFS,Dynamic
0.22,02-01-2024 02:42,02-01-2024 02:42,28.13,4109,2507,9.56,655,Social Media,4386,532.69,Medium,Priority-Based,Static
1.39,02-01-2024 02:43,02-01-2024 02:43,38.4,4435,722,2.69,648,Cloud,1243,113.14,High,ASB-Dynamic-CapsNet,Static
0.9,02-01-2024 02:44,02-01-2024 02:44,15.55,5119,1823,2.9,567,Cloud,343,144.26,Low,Round Robin,Dynamic
1.6,02-01-2024 02:45,02-01-2024 02:45,51.52,5691,3422,9.43,715,Cloud,971,815.41,Low,FCFS,Dynamic
3.07,02-01-2024 02:46,02-01-2024 02:46,15.41,6264,2019,4.26,371,Cloud,1388,929.9,Medium,FCFS,Static
2.5,02-01-2024 02:47,02-01-2024 02:47,74.03,2653,1018,7.32,730,Cloud,3248,207.48,Medium,Priority-Based,Dynamic
3.55,02-01-2024 02:48,02-01-2024 02:48,28.7,7375,4315,6.32,305,Enterprise DB,4613,21.03,High,FCFS,Static
1.67,02-01-2024 02:49,02-01-2024 02:49,53.2,2408,681,3.21,579,Cloud,2464,337.64,High,ASB-Dynamic-CapsNet,Dynamic
0.6,02-01-2024 02:50,02-01-2024 02:50,80.41,3512,3981,6.71,599,Social Media,4903,40.19,Low,ASB-Dynamic-CapsNet,Static
0.8,02-01-2024 02:51,02-01-2024 02:51,62.07,5901,1786,6.73,211,Social Media,3525,829.7,Low,Priority-Based,Dynamic
3.99,02-01-2024 02:52,02-01-2024 02:52,52.64,4728,4009,6.13,298,Cloud,1591,496.6,High,Round Robin,Static
0.49,02-01-2024 02:53,02-01-2024 02:53,35.95,7177,2099,1.45,71,Social Media,2548,645.44,Low,FCFS,Static
3.99,02-01-2024 02:54,02-01-2024 02:54,36.64,3522,2811,9.95,511,IoT,957,417.37,Low,FCFS,Static
1.06,02-01-2024 02:55,02-01-2024 02:55,63.56,6912,500,4.3,789,Enterprise DB,2543,352.05,Medium,Priority-Based,Static
3.39,02-01-2024 02:56,02-01-2024 02:56,89.53,3983,3748,6.56,135,Enterprise DB,2177,229.98,High,FCFS,Static
3.12,02-01-2024 02:57,02-01-2024 02:57,62.95,3220,2728,8.91,58,Cloud,3138,772.83,High,Round Robin,Static
0.49,02-01-2024 02:58,02-01-2024 02:58,54.62,6238,1756,4.52,609,IoT,4697,698.59,High,Priority-Based,Static
3.33,02-01-2024 02:59,02-01-2024 02:59,68.45,7434,720,7.85,855,Cloud,4040,367.12,Medium,ASB-Dynamic-CapsNet,Static
2.24,02-01-2024 03:00,02-01-2024 03:00,47.22,6484,346,9.73,782,Cloud,3801,327.9,High,FCFS,Dynamic
3.54,02-01-2024 03:01,02-01-2024 03:01,14.81,2270,3439,3.91,188,Social Media,2147,11.23,Low,Priority-Based,Static
4.18,02-01-2024 03:02,02-01-2024 03:02,54.98,4613,3110,4.35,590,Enterprise DB,3224,72.92,Medium,ASB-Dynamic-CapsNet,Dynamic
0.2,02-01-2024 03:03,02-01-2024 03:03,86.61,2277,4819,9.1,888,IoT,437,627.02,Medium,ASB-Dynamic-CapsNet,Dynamic
3.24,02-01-2024 03:04,02-01-2024 03:04,24.02,4712,2468,2.02,937,Social Media,348,519.46,High,ASB-Dynamic-CapsNet,Static
0.52,02-01-2024 03:05,02-01-2024 03:05,65.2,1297,4094,0.77,502,Enterprise DB,4484,440.46,Low,Priority-Based,Dynamic
1.89,02-01-2024 03:06,02-01-2024 03:06,26.07,3715,1939,9.13,442,Enterprise DB,3510,829.23,High,Priority-Based,Dynamic
0.06,02-01-2024 03:07,02-01-2024 03:07,52.87,4288,3003,8.31,581,Cloud,4111,508.86,Low,ASB-Dynamic-CapsNet,Dynamic
1.64,02-01-2024 03:08,02-01-2024 03:08,17.73,7194,4495,9.74,311,IoT,523,390.65,High,ASB-Dynamic-CapsNet,Dynamic
0.85,02-01-2024 03:09,02-01-2024 03:09,46.03,3476,4598,1.05,973,Cloud,4761,169.64,Low,Priority-Based,Dynamic
2.78,02-01-2024 03:10,02-01-2024 03:10,70.49,4237,3791,1.98,770,Social Media,4937,822.48,Low,Priority-Based,Dynamic
2.56,02-01-2024 03:11,02-01-2024 03:11,37.81,2211,3941,1.5,999,Cloud,3263,580.49,Low,Round Robin,Static
3.97,02-01-2024 03:12,02-01-2024 03:12,63.19,1252,4448,6.99,178,Cloud,4158,101.54,Medium,ASB-Dynamic-CapsNet,Static
3.2,02-01-2024 03:13,02-01-2024 03:13,73.64,2969,1492,6.26,986,Enterprise DB,498,652.41,High,FCFS,Dynamic
3.57,02-01-2024 03:14,02-01-2024 03:14,84.17,4469,3850,3.91,972,Enterprise DB,2271,430.82,High,FCFS,Static
0.46,02-01-2024 03:15,02-01-2024 03:15,28.77,1892,4355,1.05,278,Social Media,2032,813.27,High,Priority-Based,Dynamic
0.14,02-01-2024 03:16,02-01-2024 03:16,41.95,7289,3108,6.58,373,Enterprise DB,3661,919.73,Medium,FCFS,Dynamic
4.85,02-01-2024 03:17,02-01-2024 03:17,22.19,3105,4400,5.92,633,Enterprise DB,2692,604.46,Low,Priority-Based,Dynamic
2.14,02-01-2024 03:18,02-01-2024 03:18,89.4,6693,3438,1.57,109,Enterprise DB,1970,734.3,Medium,Round Robin,Static
1.97,02-01-2024 03:19,02-01-2024 03:19,84.16,1177,3614,9.13,923,Cloud,2366,66.02,Medium,Priority-Based,Static
0.18,02-01-2024 03:20,02-01-2024 03:20,53.2,605,859,2.39,224,IoT,1324,564.65,Low,ASB-Dynamic-CapsNet,Static
0.59,02-01-2024 03:21,02-01-2024 03:21,77.36,3787,2868,7.56,634,Social Media,4918,757.79,High,Priority-Based,Dynamic
4.7,02-01-2024 03:22,02-01-2024 03:22,51.68,5253,3188,8.91,106,Cloud,1665,501.79,Medium,FCFS,Static
3.47,02-01-2024 03:23,02-01-2024 03:23,59.89,2446,2215,6.01,828,Social Media,3668,597.61,Low,FCFS,Static
2.05,02-01-2024 03:24,02-01-2024 03:24,17.13,6044,4328,2.85,639,Cloud,2356,899.96,Low,FCFS,Dynamic
4.52,02-01-2024 03:25,02-01-2024 03:25,70.42,1595,1823,3.44,557,Social Media,309,206.12,High,ASB-Dynamic-CapsNet,Static
2.95,02-01-2024 03:26,02-01-2024 03:26,20.22,5583,3066,8.91,346,Enterprise DB,3256,107.26,Low,Priority-Based,Static
3.73,02-01-2024 03:27,02-01-2024 03:27,76.09,7485,529,3.33,368,Social Media,1562,693.74,Low,Priority-Based,Static
2.16,02-01-2024 03:28,02-01-2024 03:28,72.56,6404,2455,7.59,299,IoT,4788,824.62,Low,FCFS,Static
2.16,02-01-2024 03:29,02-01-2024 03:29,66.7,2282,2559,9.91,405,Social Media,2178,851.99,High,ASB-Dynamic-CapsNet,Dynamic
0.34,02-01-2024 03:30,02-01-2024 03:30,12.89,5041,4292,10,910,IoT,3488,645.23,High,FCFS,Dynamic
3.67,02-01-2024 03:31,02-01-2024 03:31,34.25,6544,1818,5.57,825,Social Media,2226,834.88,Low,FCFS,Dynamic
0.5,02-01-2024 03:32,02-01-2024 03:32,31.05,3757,1365,8.35,369,Enterprise DB,4557,703.66,Low,ASB-Dynamic-CapsNet,Dynamic
3.82,02-01-2024 03:33,02-01-2024 03:33,38.81,6713,1408,9.91,356,Social Media,3558,96.5,High,FCFS,Dynamic
0.95,02-01-2024 03:34,02-01-2024 03:34,17.01,2497,1150,4.06,133,Cloud,4760,764.42,High,Round Robin,Dynamic
1.24,02-01-2024 03:35,02-01-2024 03:35,84.96,6793,3573,2.9,561,Enterprise DB,3130,187.57,High,ASB-Dynamic-CapsNet,Static
4.59,02-01-2024 03:36,02-01-2024 03:36,54.3,7913,2349,1.59,662,Enterprise DB,281,244.24,Medium,FCFS,Dynamic
2.36,02-01-2024 03:37,02-01-2024 03:37,34.44,5369,2909,1.84,547,Cloud,779,400.7,High,Priority-Based,Dynamic
0.63,02-01-2024 03:38,02-01-2024 03:38,41.76,2061,3021,8.61,663,Enterprise DB,3062,321.42,Low,Round Robin,Static
4.53,02-01-2024 03:39,02-01-2024 03:39,45.78,4506,4776,6.09,873,Enterprise DB,2979,328.44,High,Priority-Based,Static
2.26,02-01-2024 03:40,02-01-2024 03:40,58.05,2175,4141,8.8,916,Cloud,367,177.57,Low,Priority-Based,Dynamic
0.65,02-01-2024 03:41,02-01-2024 03:41,51.25,1622,2517,8,431,Enterprise DB,1580,300.93,Low,Round Robin,Static
1.95,02-01-2024 03:42,02-01-2024 03:42,83.55,4481,632,6.9,345,Enterprise DB,1160,29.47,Low,ASB-Dynamic-CapsNet,Static
2.95,02-01-2024 03:43,02-01-2024 03:43,49.76,1801,998,6.29,512,Enterprise DB,765,478.18,High,FCFS,Dynamic
1.81,02-01-2024 03:44,02-01-2024 03:44,89.37,6182,2754,0.96,66,Enterprise DB,1391,770.91,High,Priority-Based,Static
4.62,02-01-2024 03:45,02-01-2024 03:45,78.11,6282,1569,8.79,671,Social Media,3454,863.62,High,Priority-Based,Static
1.35,02-01-2024 03:46,02-01-2024 03:46,26.68,1443,3020,4.47,888,Enterprise DB,3362,822.22,High,Priority-Based,Dynamic
0.88,02-01-2024 03:47,02-01-2024 03:47,84.45,5050,1352,5.82,921,Enterprise DB,3170,422.29,High,ASB-Dynamic-CapsNet,Dynamic
1.1,02-01-2024 03:48,02-01-2024 03:48,19.31,5723,869,0.71,726,Enterprise DB,3137,733.12,Medium,Priority-Based,Static
0.42,02-01-2024 03:49,02-01-2024 03:49,75.4,1445,933,9.39,85,Social Media,251,295.01,High,Priority-Based,Static
2.26,02-01-2024 03:50,02-01-2024 03:50,40.45,1100,2309,9.08,475,IoT,2190,65.01,Medium,Priority-Based,Dynamic
4.39,02-01-2024 03:51,02-01-2024 03:51,80.24,3200,4749,5.66,294,Enterprise DB,1722,679.21,Low,Round Robin,Dynamic
1.53,02-01-2024 03:52,02-01-2024 03:52,79.44,5320,3524,5.98,731,IoT,1106,652.31,Low,Round Robin,Static
1.29,02-01-2024 03:53,02-01-2024 03:53,74.47,6876,1191,7.2,395,IoT,3721,803.61,Low,Priority-Based,Static
4.19,02-01-2024 03:54,02-01-2024 03:54,73.2,1917,1296,3.01,959,Cloud,468,619.95,Low,ASB-Dynamic-CapsNet,Dynamic
1.53,02-01-2024 03:55,02-01-2024 03:55,34.37,2024,4014,2.61,779,Cloud,2648,165.32,Medium,ASB-Dynamic-CapsNet,Dynamic
2.38,02-01-2024 03:56,02-01-2024 03:56,16.47,4266,1760,6.9,268,IoT,675,854.63,Medium,FCFS,Dynamic
0.16,02-01-2024 03:57,02-01-2024 03:57,42.24,750,4754,1.49,486,Social Media,4990,630.98,Low,Round Robin,Static
1.44,02-01-2024 03:58,02-01-2024 03:58,23.88,2044,360,4.81,705,Enterprise DB,3880,809.53,High,ASB-Dynamic-CapsNet,Dynamic
0.65,02-01-2024 03:59,02-01-2024 03:59,65.6,578,2364,5.18,849,Enterprise DB,1928,776.37,Low,Priority-Based,Dynamic
0.53,02-01-2024 04:00,02-01-2024 04:00,37.69,3623,1285,4.12,20,Enterprise DB,1994,304.89,Low,Round Robin,Dynamic
2.16,02-01-2024 04:01,02-01-2024 04:01,88.05,1397,2549,2.26,981,Cloud,2979,83.81,Medium,ASB-Dynamic-CapsNet,Static
1.39,02-01-2024 04:02,02-01-2024 04:02,61.28,7564,3633,3.88,681,Cloud,2817,184.74,Low,FCFS,Static
0.83,02-01-2024 04:03,02-01-2024 04:03,75.8,5376,4470,3.71,269,Enterprise DB,3433,101.93,Medium,Priority-Based,Static
2.56,02-01-2024 04:04,02-01-2024 04:04,20.6,725,4401,5.24,402,IoT,3590,250.98,Medium,Round Robin,Dynamic
3.92,02-01-2024 04:05,02-01-2024 04:05,78.96,5670,3444,6.91,609,Cloud,443,464.94,Low,FCFS,Dynamic
3.67,02-01-2024 04:06,02-01-2024 04:06,83.82,1709,966,9.7,378,Enterprise DB,2906,907.74,High,FCFS,Dynamic
1.25,02-01-2024 04:07,02-01-2024 04:07,48.96,5653,192,1.87,193,IoT,2969,873.3,Medium,Round Robin,Dynamic
1.32,02-01-2024 04:08,02-01-2024 04:08,58.5,5398,3278,8.79,25,Enterprise DB,2668,721.41,Medium,ASB-Dynamic-CapsNet,Static
3.66,02-01-2024 04:09,02-01-2024 04:09,71.18,5337,1451,3.2,986,Cloud,681,33.87,Medium,Priority-Based,Static
2.79,02-01-2024 04:10,02-01-2024 04:10,23.99,2678,464,6.12,765,Social Media,2906,347.98,Low,FCFS,Dynamic
3.71,02-01-2024 04:11,02-01-2024 04:11,50.21,7666,3818,5.69,515,Social Media,371,685.52,Low,FCFS,Dynamic
0.01,02-01-2024 04:12,02-01-2024 04:12,41.89,3179,2024,5.79,95,Cloud,3556,137.74,Medium,Round Robin,Dynamic
0.44,02-01-2024 04:13,02-01-2024 04:13,21.71,3385,3195,7.37,720,IoT,4719,803.08,High,Round Robin,Dynamic
4.01,02-01-2024 04:14,02-01-2024 04:14,39.4,3306,2638,4.13,19,Enterprise DB,1743,915.43,Low,Round Robin,Dynamic
4.26,02-01-2024 04:15,02-01-2024 04:15,15.45,1203,1396,3.53,486,Cloud,1113,360.56,High,FCFS,Static
1.72,02-01-2024 04:16,02-01-2024 04:16,12.06,3044,2376,8.6,173,IoT,3161,708.78,High,ASB-Dynamic-CapsNet,Dynamic
4.79,02-01-2024 04:17,02-01-2024 04:17,20.81,6022,102,2.59,33,Enterprise DB,1526,156.72,Low,ASB-Dynamic-CapsNet,Static
1.51,02-01-2024 04:18,02-01-2024 04:18,87.05,2870,3592,2.21,585,Enterprise DB,2967,693.91,Medium,Priority-Based,Static
4.45,02-01-2024 04:19,02-01-2024 04:19,53.96,3781,1853,0.65,321,Cloud,3311,31.24,High,Round Robin,Dynamic
2.11,02-01-2024 04:20,02-01-2024 04:20,87.27,5210,1010,2.5,247,Enterprise DB,2843,159.26,Medium,Priority-Based,Static
2.81,02-01-2024 04:21,02-01-2024 04:21,44.6,828,406,5.43,471,Social Media,3136,712.78,High,FCFS,Static
3.22,02-01-2024 04:22,02-01-2024 04:22,34.95,5991,4331,5.62,471,Social Media,3861,714.73,Medium,FCFS,Dynamic
0.67,02-01-2024 04:23,02-01-2024 04:23,50.49,6079,4115,2.92,866,Enterprise DB,4020,644.75,Low,FCFS,Dynamic
0.19,02-01-2024 04:24,02-01-2024 04:24,45.16,4728,1538,1.19,247,Cloud,3401,482.59,High,Priority-Based,Dynamic
2.13,02-01-2024 04:25,02-01-2024 04:25,18.45,5430,972,7.57,31,Enterprise DB,1008,678.16,High,Round Robin,Dynamic
0.8,02-01-2024 04:26,02-01-2024 04:26,61.27,7294,1241,7.7,189,Cloud,4193,776.06,High,Priority-Based,Static
2.74,02-01-2024 04:27,02-01-2024 04:27,27.28,620,765,9.98,827,Cloud,1632,966.82,Medium,Priority-Based,Dynamic
2.27,02-01-2024 04:28,02-01-2024 04:28,59.57,7249,308,9.05,568,Social Media,3226,889.75,High,FCFS,Static
0.61,02-01-2024 04:29,02-01-2024 04:29,62.02,6071,1051,9.3,800,Social Media,2466,796.59,High,FCFS,Static
3.33,02-01-2024 04:30,02-01-2024 04:30,22.16,1464,1157,8.08,745,IoT,509,697.81,Medium,ASB-Dynamic-CapsNet,Static
0.1,02-01-2024 04:31,02-01-2024 04:31,14.91,4724,4844,6.35,739,Cloud,2344,578.41,Medium,Round Robin,Dynamic
0.63,02-01-2024 04:32,02-01-2024 04:32,72.46,7758,4822,1.72,508,Enterprise DB,2361,129.4,Low,Round Robin,Static
3.5,02-01-2024 04:33,02-01-2024 04:33,46.78,4175,4720,6.41,484,Cloud,1279,173.9,Medium,Round Robin,Static
2.64,02-01-2024 04:34,02-01-2024 04:34,14.65,6194,4108,1.03,758,Social Media,1580,822.08,High,Priority-Based,Dynamic
1.41,02-01-2024 04:35,02-01-2024 04:35,89.59,2576,1968,8.91,725,Cloud,4675,805.28,High,FCFS,Static
0.9,02-01-2024 04:36,02-01-2024 04:36,14.62,7365,4964,5.08,348,IoT,1437,618.31,Low,FCFS,Static
3.21,02-01-2024 04:37,02-01-2024 04:37,65.6,6143,871,7.13,540,Enterprise DB,2847,444.45,Low,ASB-Dynamic-CapsNet,Dynamic
1.03,02-01-2024 04:38,02-01-2024 04:38,88.69,832,4935,1,701,Cloud,1413,35.77,High,Priority-Based,Static
4.92,02-01-2024 04:39,02-01-2024 04:39,29.13,3868,4130,5.58,171,Enterprise DB,4552,333.91,Medium,Round Robin,Static
4.35,02-01-2024 04:40,02-01-2024 04:40,21.38,5749,621,3.36,806,Enterprise DB,502,426.43,High,Priority-Based,Static
0.66,02-01-2024 04:41,02-01-2024 04:41,19.71,1816,3455,3.21,70,Social Media,3954,490.96,Low,FCFS,Dynamic
4.3,02-01-2024 04:42,02-01-2024 04:42,34.26,1696,1500,4.2,94,Cloud,4959,930.03,High,ASB-Dynamic-CapsNet,Static
1.73,02-01-2024 04:43,02-01-2024 04:43,18.08,7587,3838,0.51,556,Enterprise DB,627,117.62,High,Priority-Based,Dynamic
2.45,02-01-2024 04:44,02-01-2024 04:44,65.37,7691,4443,4.93,499,Social Media,3969,523.68,High,FCFS,Dynamic
0.71,02-01-2024 04:45,02-01-2024 04:45,14.98,3670,3823,5.12,14,IoT,3062,374.24,Low,Priority-Based,Dynamic
0.59,02-01-2024 04:46,02-01-2024 04:46,50.75,1929,3347,8.7,85,IoT,3314,990.2,Low,FCFS,Static
4.33,02-01-2024 04:47,02-01-2024 04:47,89.74,855,1958,4.76,262,Cloud,1981,863.25,Low,Priority-Based,Static
3.15,02-01-2024 04:48,02-01-2024 04:48,75.12,4734,4881,3.95,16,Enterprise DB,4292,444.4,Medium,Round Robin,Static
2.3,02-01-2024 04:49,02-01-2024 04:49,59.22,2026,4164,9.95,690,Cloud,4551,999.7,Low,Priority-Based,Static
0.18,02-01-2024 04:50,02-01-2024 04:50,34.5,4397,4781,5.93,651,Enterprise DB,232,518.92,Medium,Priority-Based,Dynamic
4.61,02-01-2024 04:51,02-01-2024 04:51,59.91,5793,2498,4.99,482,Social Media,3227,175.45,Medium,Round Robin,Static
1.88,02-01-2024 04:52,02-01-2024 04:52,52.16,528,242,5.21,147,IoT,285,560.32,Low,Priority-Based,Static
2.08,02-01-2024 04:53,02-01-2024 04:53,44.09,5526,2951,8.19,367,IoT,687,233.94,Medium,FCFS,Dynamic
1.45,02-01-2024 04:54,02-01-2024 04:54,20.46,7139,3569,3.74,821,IoT,3055,639.95,Medium,FCFS,Static
4.46,02-01-2024 04:55,02-01-2024 04:55,80.93,1513,3795,4.2,847,IoT,4324,938.07,High,FCFS,Dynamic
1.72,02-01-2024 04:56,02-01-2024 04:56,45.98,3202,817,7.68,612,Cloud,2529,788.34,Medium,FCFS,Dynamic
0.87,02-01-2024 04:57,02-01-2024 04:57,25.57,1327,742,1.19,172,Enterprise DB,3522,280.43,Medium,FCFS,Dynamic
2.5,02-01-2024 04:58,02-01-2024 04:58,39.42,4946,3540,8.72,327,Cloud,574,303.89,Low,Round Robin,Dynamic
3.91,02-01-2024 04:59,02-01-2024 04:59,43.13,7197,2648,4.59,467,Social Media,2840,78.6,High,Round Robin,Static
1.86,02-01-2024 05:00,02-01-2024 05:00,76.2,2524,3793,6.02,262,IoT,2420,293.01,Medium,Priority-Based,Dynamic
3.26,02-01-2024 05:01,02-01-2024 05:01,68.69,798,469,7.7,210,Enterprise DB,1334,101.7,Medium,FCFS,Dynamic
1.52,02-01-2024 05:02,02-01-2024 05:02,71.54,6339,3750,3.03,541,Cloud,1685,504.45,Medium,Priority-Based,Static
3.6,02-01-2024 05:03,02-01-2024 05:03,10.88,2365,886,8.96,750,Enterprise DB,1773,711.26,Low,FCFS,Dynamic
3.34,02-01-2024 05:04,02-01-2024 05:04,43.29,4516,1049,9.8,684,Cloud,2496,753.67,Low,Priority-Based,Dynamic
3.4,02-01-2024 05:05,02-01-2024 05:05,48.51,5811,621,5.2,174,Enterprise DB,4482,68.93,High,Round Robin,Static
3.23,02-01-2024 05:06,02-01-2024 05:06,11.54,6291,3043,9.4,241,Enterprise DB,4264,346.56,Medium,FCFS,Dynamic
0.78,02-01-2024 05:07,02-01-2024 05:07,30.79,2611,454,0.51,337,IoT,1631,295.29,High,Round Robin,Static
4.44,02-01-2024 05:08,02-01-2024 05:08,70.82,1254,2435,9,247,Cloud,2510,113.26,Low,Priority-Based,Static
2.93,02-01-2024 05:09,02-01-2024 05:09,20.97,1269,1582,3.45,129,Social Media,629,368.85,Medium,Round Robin,Dynamic
1.91,02-01-2024 05:10,02-01-2024 05:10,52.82,4235,1747,3.46,959,Enterprise DB,3991,306.33,Medium,Round Robin,Static
0.86,02-01-2024 05:11,02-01-2024 05:11,27.22,1738,3145,2.67,872,Social Media,245,638.15,High,Round Robin,Dynamic
3.92,02-01-2024 05:12,02-01-2024 05:12,10.97,5429,4731,3.51,904,IoT,382,884.47,Medium,ASB-Dynamic-CapsNet,Static
2.55,02-01-2024 05:13,02-01-2024 05:13,29.3,2713,2315,2.53,890,Social Media,3141,460.29,Low,Priority-Based,Static
